hometeam_awayteam,year,round,match_score
melbourne_gws,2012,R13,78.0
kangaroos_adelaide,2012,R13,32.0
carlton_hawthorn,2012,R14,-50.0
collingwood_fremantle,2012,R14,29.0
adelaide_richmond,2012,R14,19.0
westcoast_goldcoast,2012,R14,126.0
essendon_bullldogs,2012,R14,84.0
swans_gws,2012,R14,94.0
geelong_padelaide,2012,R14,38.0
brisbanel_melbourne,2012,R14,61.0
stkilda_kangaroos,2012,R14,-33.0
collingwood_carlton,2012,R15,-23.0
kangaroos_westcoast,2012,R15,-2.0
melbourne_richmond,2012,R15,-23.0
swans_brisbanel,2012,R15,47.0
padelaide_adelaide,2012,R15,-58.0
stkilda_essendon,2012,R15,71.0
hawthorn_gws,2012,R15,162.0
goldcoast_geelong,2012,R15,-14.0
fremantle_bullldogs,2012,R15,38.0
kangaroos_carlton,2012,R16,53.0
melbourne_fremantle,2012,R16,-34.0
padelaide_essendon,2012,R16,-50.0
richmond_goldcoast,2012,R16,-2.0
geelong_collingwood,2012,R16,-31.0
brisbanel_stkilda,2012,R16,-13.0
gws_adelaide,2012,R16,-119.0
bullldogs_hawthorn,2012,R16,-72.0
westcoast_swans,2012,R16,-52.0
geelong_essendon,2012,R17,67.0
collingwood_hawthorn,2012,R17,-47.0
adelaide_westcoast,2012,R17,49.0
goldcoast_brisbanel,2012,R17,-11.0
melbourne_padelaide,2012,R17,-28.0
bullldogs_carlton,2012,R17,-18.0
swans_stkilda,2012,R17,29.0
richmond_kangaroos,2012,R17,-4.0
fremantle_gws,2012,R17,95.0
essendon_hawthorn,2012,R18,-94.0
geelong_adelaide,2012,R18,27.0
kangaroos_melbourne,2012,R18,54.0
gws_collingwood,2012,R18,-120.0
carlton_richmond,2012,R18,4.0
goldcoast_swans,2012,R18,-72.0
padelaide_fremantle,2012,R18,-27.0
stkilda_bullldogs,2012,R18,76.0
westcoast_brisbanel,2012,R18,98.0
hawthorn_geelong,2012,R19,-2.0
bullldogs_kangaroos,2012,R19,-54.0
gws_padelaide,2012,R19,34.0
fremantle_westcoast,2012,R19,65.0
collingwood_stkilda,2012,R19,6.0
brisbanel_richmond,2012,R19,-48.0
melbourne_goldcoast,2012,R19,42.0
carlton_swans,2012,R19,-22.0
adelaide_essendon,2012,R19,4.0
westcoast_geelong,2012,R20,5.0
stkilda_melbourne,2012,R20,25.0
adelaide_fremantle,2012,R20,28.0
goldcoast_gws,2012,R20,30.0
carlton_brisbanel,2012,R20,36.0
swans_collingwood,2012,R20,-8.0
hawthorn_padelaide,2012,R20,72.0
richmond_bullldogs,2012,R20,70.0
essendon_kangaroos,2012,R20,-24.0
geelong_stkilda,2012,R21,42.0
essendon_carlton,2012,R21,-96.0
gws_melbourne,2012,R21,-25.0
fremantle_richmond,2012,R21,22.0
brisbanel_adelaide,2012,R21,10.0
collingwood_kangaroos,2012,R21,-30.0
padelaide_westcoast,2012,R21,-48.0
bullldogs_swans,2012,R21,-82.0
hawthorn_goldcoast,2012,R21,64.0
richmond_essendon,2012,R22,45.0
stkilda_gws,2012,R22,128.0
padelaide_brisbanel,2012,R22,-11.0
swans_hawthorn,2012,R22,-7.0
westcoast_collingwood,2012,R22,49.0
goldcoast_carlton,2012,R22,12.0
geelong_bullldogs,2012,R22,34.0
kangaroos_fremantle,2012,R22,-53.0
melbourne_adelaide,2012,R22,-69.0
hawthorn_westcoast,2012,R23,25.0
geelong_swans,2012,R23,34.0
adelaide_goldcoast,2012,R23,91.0
gws_kangaroos,2012,R23,-28.0
fremantle_melbourne,2012,R23,61.0
essendon_collingwood,2012,R23,-32.0
carlton_stkilda,2012,R23,-15.0
richmond_padelaide,2012,R23,0.0
adelaide_essendon,2013,R1,-35.0
fremantle_westcoast,2013,R1,28.0
carlton_richmond,2013,R1,-5.0
bullldogs_brisbanel,2013,R1,68.0
gws_swans,2013,R1,-30.0
goldcoast_stkilda,2013,R1,13.0
melbourne_padelaide,2013,R1,-79.0
kangaroos_collingwood,2013,R1,-16.0
hawthorn_geelong,2013,R1,-7.0
stkilda_richmond,2013,R2,-17.0
swans_goldcoast,2013,R2,41.0
bullldogs_fremantle,2013,R2,-28.0
brisbanel_adelaide,2013,R2,-19.0
padelaide_gws,2013,R2,56.0
essendon_melbourne,2013,R2,148.0
geelong_kangaroos,2013,R2,4.0
collingwood_carlton,2013,R2,17.0
westcoast_hawthorn,2013,R2,-50.0
fremantle_essendon,2013,R3,-4.0
kangaroos_swans,2013,R3,-39.0
melbourne_westcoast,2013,R3,-94.0
gws_stkilda,2013,R3,-72.0
geelong_carlton,2013,R3,16.0
goldcoast_brisbanel,2013,R3,-2.0
richmond_bullldogs,2013,R3,67.0
collingwood_hawthorn,2013,R3,-55.0
padelaide_adelaide,2013,R3,9.0
swans_geelong,2013,R4,-21.0
hawthorn_fremantle,2013,R4,42.0
richmond_collingwood,2013,R4,-34.0
stkilda_essendon,2013,R4,-37.0
westcoast_carlton,2013,R4,-24.0
goldcoast_padelaide,2013,R4,-38.0
melbourne_gws,2013,R4,41.0
adelaide_bullldogs,2013,R4,52.0
kangaroos_brisbanel,2013,R4,63.0
essendon_collingwood,2013,R5,46.0
stkilda_swans,2013,R5,-16.0
fremantle_richmond,2013,R5,1.0
gws_goldcoast,2013,R5,-44.0
carlton_adelaide,2013,R5,32.0
bullldogs_geelong,2013,R5,-21.0
padelaide_westcoast,2013,R5,5.0
brisbanel_melbourne,2013,R5,28.0
hawthorn_kangaroos,2013,R5,3.0
collingwood_stkilda,2013,R6,26.0
essendon_gws,2013,R6,39.0
kangaroos_padelaide,2013,R6,10.0
adelaide_hawthorn,2013,R6,-11.0
goldcoast_fremantle,2013,R6,-45.0
richmond_geelong,2013,R6,-44.0
swans_brisbanel,2013,R6,60.0
carlton_melbourne,2013,R6,61.0
westcoast_bullldogs,2013,R6,70.0
geelong_essendon,2013,R7,28.0
padelaide_richmond,2013,R7,-41.0
brisbanel_westcoast,2013,R7,-26.0
bullldogs_kangaroos,2013,R7,-54.0
fremantle_collingwood,2013,R7,27.0
hawthorn_swans,2013,R7,37.0
gws_adelaide,2013,R7,-135.0
melbourne_goldcoast,2013,R7,-60.0
stkilda_carlton,2013,R7,9.0
westcoast_kangaroos,2013,R8,2.0
essendon_brisbanel,2013,R8,-10.0
hawthorn_gws,2013,R8,83.0
goldcoast_bullldogs,2013,R8,32.0
collingwood_geelong,2013,R8,6.0
swans_fremantle,2013,R8,0.0
collingwood_swans,2013,R9,-47.0
padelaide_geelong,2013,R9,-48.0
gws_westcoast,2013,R9,-100.0
stkilda_bullldogs,2013,R9,-9.0
brisbanel_carlton,2013,R9,-13.0
richmond_essendon,2013,R9,-29.0
hawthorn_goldcoast,2013,R9,26.0
kangaroos_adelaide,2013,R9,-1.0
fremantle_melbourne,2013,R9,90.0
brisbanel_collingwood,2013,R10,-49.0
carlton_gws,2013,R10,94.0
adelaide_fremantle,2013,R10,-7.0
swans_essendon,2013,R10,44.0
bullldogs_padelaide,2013,R10,9.0
geelong_goldcoast,2013,R10,52.0
melbourne_hawthorn,2013,R10,-95.0
kangaroos_stkilda,2013,R10,68.0
westcoast_richmond,2013,R10,-41.0
essendon_carlton,2013,R11,5.0
gws_geelong,2013,R11,-59.0
adelaide_swans,2013,R11,-77.0
goldcoast_kangaroos,2013,R11,15.0
stkilda_westcoast,2013,R11,-4.0
melbourne_collingwood,2013,R11,-83.0
carlton_hawthorn,2013,R12,-15.0
richmond_adelaide,2013,R12,38.0
fremantle_brisbanel,2013,R12,40.0
essendon_goldcoast,2013,R12,43.0
gws_padelaide,2013,R12,-75.0
collingwood_bullldogs,2013,R12,34.0
hawthorn_westcoast,2013,R13,20.0
padelaide_swans,2013,R13,18.0
stkilda_melbourne,2013,R13,35.0
bullldogs_richmond,2013,R13,-60.0
fremantle_kangaroos,2013,R13,38.0
brisbanel_geelong,2013,R13,5.0
westcoast_essendon,2013,R14,-7.0
swans_carlton,2013,R14,22.0
goldcoast_adelaide,2013,R14,-28.0
padelaide_collingwood,2013,R14,35.0
melbourne_bullldogs,2013,R14,3.0
geelong_fremantle,2013,R14,41.0
hawthorn_brisbanel,2013,R14,58.0
kangaroos_gws,2013,R14,86.0
richmond_stkilda,2013,R14,64.0
carlton_collingwood,2013,R15,-41.0
gws_bullldogs,2013,R15,-4.0
kangaroos_richmond,2013,R15,62.0
brisbanel_goldcoast,2013,R15,33.0
adelaide_westcoast,2013,R15,-6.0
geelong_hawthorn,2013,R15,10.0
melbourne_swans,2013,R15,-31.0
fremantle_stkilda,2013,R15,30.0
essendon_padelaide,2013,R15,30.0
collingwood_adelaide,2013,R16,27.0
padelaide_hawthorn,2013,R16,-45.0
geelong_melbourne,2013,R16,68.0
richmond_goldcoast,2013,R16,9.0
carlton_stkilda,2013,R16,36.0
brisbanel_kangaroos,2013,R16,12.0
swans_gws,2013,R16,129.0
bullldogs_essendon,2013,R16,-31.0
westcoast_fremantle,2013,R16,-28.0
kangaroos_carlton,2013,R17,-1.0
hawthorn_bullldogs,2013,R17,19.0
gws_essendon,2013,R17,-39.0
goldcoast_collingwood,2013,R17,7.0
melbourne_brisbanel,2013,R17,-19.0
stkilda_padelaide,2013,R17,-5.0
richmond_fremantle,2013,R17,27.0
adelaide_geelong,2013,R17,2.0
westcoast_swans,2013,R17,-34.0
essendon_hawthorn,2013,R18,-56.0
goldcoast_carlton,2013,R18,-43.0
melbourne_kangaroos,2013,R18,-122.0
collingwood_gws,2013,R18,40.0
fremantle_adelaide,2013,R18,22.0
geelong_stkilda,2013,R18,101.0
padelaide_brisbanel,2013,R18,9.0
bullldogs_westcoast,2013,R18,22.0
swans_richmond,2013,R18,47.0
kangaroos_geelong,2013,R19,10.0
gws_melbourne,2013,R19,37.0
hawthorn_richmond,2013,R19,-41.0
westcoast_goldcoast,2013,R19,17.0
carlton_fremantle,2013,R19,-36.0
brisbanel_stkilda,2013,R19,31.0
bullldogs_swans,2013,R19,-35.0
adelaide_padelaide,2013,R19,-4.0
collingwood_essendon,2013,R19,79.0
stkilda_hawthorn,2013,R20,-46.0
richmond_brisbanel,2013,R20,23.0
geelong_padelaide,2013,R20,25.0
carlton_bullldogs,2013,R20,-28.0
swans_collingwood,2013,R20,-29.0
goldcoast_melbourne,2013,R20,13.0
essendon_westcoast,2013,R20,-53.0
adelaide_kangaroos,2013,R20,9.0
fremantle_gws,2013,R20,113.0
hawthorn_collingwood,2013,R21,35.0
richmond_carlton,2013,R21,-10.0
padelaide_goldcoast,2013,R21,17.0
essendon_kangaroos,2013,R21,-45.0
westcoast_geelong,2013,R21,-66.0
brisbanel_gws,2013,R21,60.0
melbourne_fremantle,2013,R21,-95.0
swans_stkilda,2013,R21,59.0
bullldogs_adelaide,2013,R21,17.0
collingwood_westcoast,2013,R22,62.0
adelaide_melbourne,2013,R22,68.0
kangaroos_hawthorn,2013,R22,-14.0
geelong_swans,2013,R22,44.0
fremantle_padelaide,2013,R22,74.0
carlton_essendon,2013,R22,-6.0
stkilda_goldcoast,2013,R22,46.0
gws_richmond,2013,R22,-121.0
brisbanel_bullldogs,2013,R22,7.0
swans_hawthorn,2013,R23,-12.0
stkilda_fremantle,2013,R23,71.0
geelong_brisbanel,2013,R23,1.0
padelaide_carlton,2013,R23,-1.0
essendon_richmond,2013,R23,-39.0
westcoast_adelaide,2013,R23,-86.0
goldcoast_gws,2013,R23,83.0
collingwood_kangaroos,2013,R23,-11.0
bullldogs_melbourne,2013,R23,20.0
collingwood_fremantle,2014,R1,-70.0
gws_swans,2014,R1,32.0
goldcoast_richmond,2014,R1,18.0
carlton_padelaide,2014,R1,-33.0
geelong_adelaide,2014,R1,38.0
kangaroos_essendon,2014,R1,-39.0
hawthorn_brisbanel,2014,R1,48.0
stkilda_melbourne,2014,R1,17.0
westcoast_bullldogs,2014,R1,65.0
richmond_carlton,2014,R2,12.0
essendon_hawthorn,2014,R2,-4.0
stkilda_gws,2014,R2,7.0
padelaide_adelaide,2014,R2,54.0
fremantle_goldcoast,2014,R2,48.0
swans_collingwood,2014,R2,-20.0
brisbanel_geelong,2014,R2,-25.0
melbourne_westcoast,2014,R2,-93.0
bullldogs_kangaroos,2014,R2,-29.0
hawthorn_fremantle,2014,R3,58.0
bullldogs_richmond,2014,R3,2.0
adelaide_swans,2014,R3,-63.0
goldcoast_brisbanel,2014,R3,53.0
westcoast_stkilda,2014,R3,25.0
collingwood_geelong,2014,R3,-11.0
gws_melbourne,2014,R3,32.0
kangaroos_padelaide,2014,R3,7.0
essendon_carlton,2014,R3,81.0
richmond_collingwood,2014,R4,-38.0
carlton_melbourne,2014,R4,-23.0
padelaide_brisbanel,2014,R4,113.0
gws_bullldogs,2014,R4,-27.0
geelong_westcoast,2014,R4,75.0
goldcoast_hawthorn,2014,R4,-99.0
swans_kangaroos,2014,R4,-43.0
stkilda_adelaide,2014,R4,-86.0
fremantle_essendon,2014,R4,53.0
brisbanel_richmond,2014,R5,-43.0
collingwood_kangaroos,2014,R5,35.0
swans_fremantle,2014,R5,17.0
westcoast_padelaide,2014,R5,-14.0
essendon_stkilda,2014,R5,-16.0
adelaide_gws,2014,R5,65.0
melbourne_goldcoast,2014,R5,-8.0
bullldogs_carlton,2014,R5,-28.0
geelong_hawthorn,2014,R5,19.0
collingwood_essendon,2014,R6,23.0
stkilda_brisbanel,2014,R6,-3.0
fremantle_kangaroos,2014,R6,-13.0
goldcoast_gws,2014,R6,40.0
carlton_westcoast,2014,R6,3.0
melbourne_swans,2014,R6,-31.0
bullldogs_adelaide,2014,R6,-9.0
richmond_hawthorn,2014,R6,-66.0
padelaide_geelong,2014,R6,40.0
carlton_collingwood,2014,R7,-34.0
hawthorn_stkilda,2014,R7,145.0
gws_padelaide,2014,R7,-35.0
adelaide_melbourne,2014,R7,-3.0
essendon_bullldogs,2014,R7,8.0
brisbanel_swans,2014,R7,-79.0
kangaroos_goldcoast,2014,R7,-43.0
geelong_richmond,2014,R7,5.0
westcoast_fremantle,2014,R7,-19.0
swans_hawthorn,2014,R8,19.0
padelaide_fremantle,2014,R8,18.0
brisbanel_essendon,2014,R8,-8.0
melbourne_bullldogs,2014,R8,-16.0
westcoast_gws,2014,R8,111.0
stkilda_carlton,2014,R8,-32.0
adelaide_collingwood,2014,R9,21.0
essendon_swans,2014,R9,-50.0
richmond_melbourne,2014,R9,-17.0
kangaroos_brisbanel,2014,R9,87.0
fremantle_geelong,2014,R9,32.0
stkilda_goldcoast,2014,R9,-38.0
geelong_kangaroos,2014,R10,20.0
gws_richmond,2014,R10,-113.0
collingwood_westcoast,2014,R10,8.0
padelaide_hawthorn,2014,R10,14.0
goldcoast_bullldogs,2014,R10,45.0
carlton_adelaide,2014,R10,5.0
swans_geelong,2014,R11,110.0
stkilda_collingwood,2014,R11,-86.0
melbourne_padelaide,2014,R11,-20.0
brisbanel_carlton,2014,R11,7.0
essendon_richmond,2014,R11,50.0
adelaide_goldcoast,2014,R11,32.0
bullldogs_fremantle,2014,R11,-38.0
hawthorn_gws,2014,R11,7.0
westcoast_kangaroos,2014,R11,-38.0
geelong_carlton,2014,R12,5.0
hawthorn_westcoast,2014,R12,44.0
padelaide_stkilda,2014,R12,70.0
gws_essendon,2014,R12,-15.0
bullldogs_brisbanel,2014,R12,-8.0
goldcoast_swans,2014,R12,-35.0
fremantle_adelaide,2014,R12,40.0
kangaroos_richmond,2014,R12,28.0
melbourne_collingwood,2014,R12,-33.0
carlton_hawthorn,2014,R13,-28.0
richmond_fremantle,2014,R13,-20.0
swans_padelaide,2014,R13,4.0
westcoast_goldcoast,2014,R13,3.0
adelaide_kangaroos,2014,R13,36.0
brisbanel_gws,2014,R13,-45.0
geelong_stkilda,2014,R13,96.0
collingwood_bullldogs,2014,R13,-8.0
essendon_melbourne,2014,R13,-1.0
richmond_swans,2014,R14,-11.0
padelaide_bullldogs,2014,R14,72.0
hawthorn_collingwood,2014,R14,29.0
goldcoast_geelong,2014,R14,40.0
fremantle_brisbanel,2014,R14,83.0
essendon_adelaide,2014,R14,9.0
gws_carlton,2014,R14,8.0
stkilda_westcoast,2014,R14,-33.0
melbourne_kangaroos,2014,R14,-41.0
geelong_essendon,2014,R15,9.0
hawthorn_goldcoast,2014,R15,53.0
stkilda_richmond,2014,R15,-44.0
fremantle_westcoast,2014,R15,7.0
brisbanel_kangaroos,2014,R15,4.0
swans_gws,2014,R15,46.0
bullldogs_melbourne,2014,R15,6.0
adelaide_padelaide,2014,R15,23.0
collingwood_carlton,2014,R15,15.0
kangaroos_hawthorn,2014,R16,20.0
richmond_brisbanel,2014,R16,25.0
gws_adelaide,2014,R16,-68.0
goldcoast_collingwood,2014,R16,5.0
padelaide_essendon,2014,R16,-2.0
melbourne_fremantle,2014,R16,-63.0
carlton_stkilda,2014,R16,85.0
westcoast_swans,2014,R16,-28.0
geelong_bullldogs,2014,R16,13.0
adelaide_hawthorn,2014,R17,-12.0
melbourne_geelong,2014,R17,-66.0
kangaroos_stkilda,2014,R17,59.0
bullldogs_goldcoast,2014,R17,28.0
swans_carlton,2014,R17,71.0
brisbanel_westcoast,2014,R17,-12.0
richmond_padelaide,2014,R17,20.0
essendon_collingwood,2014,R17,64.0
fremantle_gws,2014,R17,76.0
carlton_kangaroos,2014,R18,23.0
stkilda_fremantle,2014,R18,58.0
gws_geelong,2014,R18,-7.0
padelaide_melbourne,2014,R18,3.0
bullldogs_essendon,2014,R18,-7.0
westcoast_richmond,2014,R18,-17.0
brisbanel_goldcoast,2014,R18,54.0
hawthorn_swans,2014,R18,10.0
collingwood_adelaide,2014,R18,-16.0
fremantle_carlton,2014,R19,5.0
swans_essendon,2014,R19,22.0
adelaide_westcoast,2014,R19,-31.0
richmond_gws,2014,R19,27.0
kangaroos_geelong,2014,R19,-32.0
goldcoast_stkilda,2014,R19,53.0
melbourne_brisbanel,2014,R19,-23.0
hawthorn_bullldogs,2014,R19,62.0
collingwood_padelaide,2014,R19,6.0
richmond_essendon,2014,R20,18.0
gws_kangaroos,2014,R20,-75.0
carlton_goldcoast,2014,R20,39.0
hawthorn_melbourne,2014,R20,50.0
padelaide_swans,2014,R20,-26.0
geelong_fremantle,2014,R20,2.0
brisbanel_adelaide,2014,R20,-105.0
stkilda_bullldogs,2014,R20,-23.0
westcoast_collingwood,2014,R20,60.0
carlton_geelong,2014,R21,-6.0
swans_stkilda,2014,R21,71.0
goldcoast_padelaide,2014,R21,-9.0
essendon_westcoast,2014,R21,3.0
adelaide_richmond,2014,R21,-10.0
collingwood_brisbanel,2014,R21,-67.0
kangaroos_bullldogs,2014,R21,50.0
melbourne_gws,2014,R21,-64.0
fremantle_hawthorn,2014,R21,19.0
padelaide_carlton,2014,R22,103.0
kangaroos_adelaide,2014,R22,7.0
essendon_goldcoast,2014,R22,19.0
gws_collingwood,2014,R22,-8.0
westcoast_melbourne,2014,R22,66.0
hawthorn_geelong,2014,R22,23.0
brisbanel_fremantle,2014,R22,-58.0
bullldogs_swans,2014,R22,-63.0
richmond_stkilda,2014,R22,26.0
collingwood_hawthorn,2014,R23,-65.0
carlton_essendon,2014,R23,0.0
gws_swans,2012,R1,-63.0
richmond_carlton,2012,R1,-44.0
hawthorn_collingwood,2012,R1,22.0
melbourne_brisbanel,2012,R1,-41.0
goldcoast_adelaide,2012,R1,-69.0
fremantle_geelong,2012,R1,4.0
kangaroos_essendon,2012,R1,-2.0
bullldogs_westcoast,2012,R1,-49.0
padelaide_stkilda,2012,R1,4.0
brisbanel_carlton,2012,R2,-91.0
essendon_padelaide,2012,R2,25.0
swans_fremantle,2012,R2,13.0
westcoast_melbourne,2012,R2,108.0
adelaide_bullldogs,2012,R2,18.0
collingwood_richmond,2012,R2,21.0
kangaroos_gws,2012,R2,129.0
stkilda_goldcoast,2012,R2,92.0
geelong_hawthorn,2012,R2,2.0
carlton_collingwood,2012,R3,60.0
richmond_melbourne,2012,R3,59.0
padelaide_swans,2012,R3,-22.0
fremantle_brisbanel,2012,R3,29.0
goldcoast_essendon,2012,R3,-17.0
bullldogs_stkilda,2012,R3,-63.0
gws_westcoast,2012,R3,-81.0
hawthorn_adelaide,2012,R3,56.0
kangaroos_geelong,2012,R3,17.0
stkilda_fremantle,2012,R4,-13.0
carlton_essendon,2012,R4,-30.0
collingwood_padelaide,2012,R4,24.0
adelaide_gws,2012,R4,46.0
westcoast_hawthorn,2012,R4,5.0
brisbanel_goldcoast,2012,R4,65.0
geelong_richmond,2012,R4,10.0
swans_kangaroos,2012,R4,36.0
melbourne_bullldogs,2012,R4,-21.0
collingwood_essendon,2012,R5,1.0
fremantle_carlton,2012,R5,-8.0
gws_bullldogs,2012,R5,-42.0
kangaroos_goldcoast,2012,R5,34.0
melbourne_stkilda,2012,R5,-18.0
brisbanel_geelong,2012,R5,-38.0
hawthorn_swans,2012,R5,-37.0
richmond_westcoast,2012,R5,-10.0
adelaide_padelaide,2012,R5,19.0
bullldogs_collingwood,2012,R6,-21.0
essendon_brisbanel,2012,R6,67.0
geelong_melbourne,2012,R6,43.0
goldcoast_fremantle,2012,R6,-7.0
swans_adelaide,2012,R6,-5.0
stkilda_hawthorn,2012,R6,-35.0
carlton_gws,2012,R6,67.0
padelaide_richmond,2012,R6,-37.0
westcoast_kangaroos,2012,R6,25.0
melbourne_hawthorn,2012,R7,-66.0
adelaide_geelong,2012,R7,50.0
gws_goldcoast,2012,R7,27.0
richmond_swans,2012,R7,29.0
brisbanel_collingwood,2012,R7,-58.0
essendon_westcoast,2012,R7,61.0
kangaroos_bullldogs,2012,R7,-18.0
fremantle_padelaide,2012,R7,40.0
stkilda_carlton,2012,R7,24.0
collingwood_geelong,2012,R8,12.0
padelaide_kangaroos,2012,R8,2.0
hawthorn_fremantle,2012,R8,56.0
swans_melbourne,2012,R8,101.0
bullldogs_goldcoast,2012,R8,38.0
essendon_richmond,2012,R8,19.0
brisbanel_gws,2012,R8,92.0
carlton_adelaide,2012,R8,-69.0
westcoast_stkilda,2012,R8,30.0
bullldogs_geelong,2012,R9,-20.0
richmond_hawthorn,2012,R9,62.0
goldcoast_padelaide,2012,R9,-48.0
stkilda_swans,2012,R9,28.0
adelaide_collingwood,2012,R9,-26.0
gws_essendon,2012,R9,-66.0
kangaroos_brisbanel,2012,R9,16.0
carlton_melbourne,2012,R9,58.0
westcoast_fremantle,2012,R9,48.0
stkilda_richmond,2012,R10,-8.0
geelong_gws,2012,R10,65.0
hawthorn_kangaroos,2012,R10,115.0
fremantle_adelaide,2012,R10,-29.0
padelaide_carlton,2012,R10,54.0
essendon_melbourne,2012,R10,-6.0
brisbanel_westcoast,2012,R10,2.0
swans_bullldogs,2012,R10,92.0
collingwood_goldcoast,2012,R10,97.0
carlton_geelong,2012,R11,-12.0
richmond_fremantle,2012,R11,-12.0
goldcoast_stkilda,2012,R11,-95.0
essendon_swans,2012,R11,-4.0
padelaide_hawthorn,2012,R11,-46.0
melbourne_collingwood,2012,R11,-42.0
westcoast_carlton,2012,R12,10.0
adelaide_stkilda,2012,R12,4.0
gws_richmond,2012,R12,-12.0
goldcoast_kangaroos,2012,R12,-7.0
hawthorn_brisbanel,2012,R12,65.0
bullldogs_padelaide,2012,R12,38.0
swans_geelong,2012,R13,6.0
bullldogs_brisbanel,2012,R13,-58.0
collingwood_westcoast,2012,R13,3.0
fremantle_essendon,2012,R13,-24.0
melbourne_gws,2012,R13,78.0
kangaroos_adelaide,2012,R13,32.0
carlton_hawthorn,2012,R14,-50.0
collingwood_fremantle,2012,R14,29.0
adelaide_richmond,2012,R14,19.0
westcoast_goldcoast,2012,R14,126.0
essendon_bullldogs,2012,R14,84.0
swans_gws,2012,R14,94.0
geelong_padelaide,2012,R14,38.0
brisbanel_melbourne,2012,R14,61.0
stkilda_kangaroos,2012,R14,-33.0
collingwood_carlton,2012,R15,-23.0
kangaroos_westcoast,2012,R15,-2.0
melbourne_richmond,2012,R15,-23.0
swans_brisbanel,2012,R15,47.0
padelaide_adelaide,2012,R15,-58.0
stkilda_essendon,2012,R15,71.0
hawthorn_gws,2012,R15,162.0
goldcoast_geelong,2012,R15,-14.0
fremantle_bullldogs,2012,R15,38.0
kangaroos_carlton,2012,R16,53.0
melbourne_fremantle,2012,R16,-34.0
padelaide_essendon,2012,R16,-50.0
richmond_goldcoast,2012,R16,-2.0
geelong_collingwood,2012,R16,-31.0
brisbanel_stkilda,2012,R16,-13.0
gws_adelaide,2012,R16,-119.0
bullldogs_hawthorn,2012,R16,-72.0
westcoast_swans,2012,R16,-52.0
geelong_essendon,2012,R17,67.0
collingwood_hawthorn,2012,R17,-47.0
adelaide_westcoast,2012,R17,49.0
goldcoast_brisbanel,2012,R17,-11.0
melbourne_padelaide,2012,R17,-28.0
bullldogs_carlton,2012,R17,-18.0
swans_stkilda,2012,R17,29.0
richmond_kangaroos,2012,R17,-4.0
fremantle_gws,2012,R17,95.0
essendon_hawthorn,2012,R18,-94.0
geelong_adelaide,2012,R18,27.0
kangaroos_melbourne,2012,R18,54.0
gws_collingwood,2012,R18,-120.0
carlton_richmond,2012,R18,4.0
goldcoast_swans,2012,R18,-72.0
padelaide_fremantle,2012,R18,-27.0
stkilda_bullldogs,2012,R18,76.0
westcoast_brisbanel,2012,R18,98.0
hawthorn_geelong,2012,R19,-2.0
bullldogs_kangaroos,2012,R19,-54.0
gws_padelaide,2012,R19,34.0
fremantle_westcoast,2012,R19,65.0
collingwood_stkilda,2012,R19,6.0
brisbanel_richmond,2012,R19,-48.0
melbourne_goldcoast,2012,R19,42.0
carlton_swans,2012,R19,-22.0
adelaide_essendon,2012,R19,4.0
westcoast_geelong,2012,R20,5.0
stkilda_melbourne,2012,R20,25.0
adelaide_fremantle,2012,R20,28.0
goldcoast_gws,2012,R20,30.0
carlton_brisbanel,2012,R20,36.0
swans_collingwood,2012,R20,-8.0
hawthorn_padelaide,2012,R20,72.0
richmond_bullldogs,2012,R20,70.0
essendon_kangaroos,2012,R20,-24.0
geelong_stkilda,2012,R21,42.0
essendon_carlton,2012,R21,-96.0
gws_melbourne,2012,R21,-25.0
fremantle_richmond,2012,R21,22.0
brisbanel_adelaide,2012,R21,10.0
collingwood_kangaroos,2012,R21,-30.0
padelaide_westcoast,2012,R21,-48.0
bullldogs_swans,2012,R21,-82.0
hawthorn_goldcoast,2012,R21,64.0
richmond_essendon,2012,R22,45.0
stkilda_gws,2012,R22,128.0
padelaide_brisbanel,2012,R22,-11.0
swans_hawthorn,2012,R22,-7.0
westcoast_collingwood,2012,R22,49.0
goldcoast_carlton,2012,R22,12.0
geelong_bullldogs,2012,R22,34.0
kangaroos_fremantle,2012,R22,-53.0
melbourne_adelaide,2012,R22,-69.0
hawthorn_westcoast,2012,R23,25.0
geelong_swans,2012,R23,34.0
adelaide_goldcoast,2012,R23,91.0
gws_kangaroos,2012,R23,-28.0
fremantle_melbourne,2012,R23,61.0
essendon_collingwood,2012,R23,-32.0
carlton_stkilda,2012,R23,-15.0
richmond_padelaide,2012,R23,0.0
adelaide_essendon,2013,R1,-35.0
fremantle_westcoast,2013,R1,28.0
carlton_richmond,2013,R1,-5.0
bullldogs_brisbanel,2013,R1,68.0
gws_swans,2013,R1,-30.0
goldcoast_stkilda,2013,R1,13.0
melbourne_padelaide,2013,R1,-79.0
kangaroos_collingwood,2013,R1,-16.0
hawthorn_geelong,2013,R1,-7.0
stkilda_richmond,2013,R2,-17.0
swans_goldcoast,2013,R2,41.0
bullldogs_fremantle,2013,R2,-28.0
brisbanel_adelaide,2013,R2,-19.0
padelaide_gws,2013,R2,56.0
essendon_melbourne,2013,R2,148.0
geelong_kangaroos,2013,R2,4.0
collingwood_carlton,2013,R2,17.0
westcoast_hawthorn,2013,R2,-50.0
fremantle_essendon,2013,R3,-4.0
kangaroos_swans,2013,R3,-39.0
melbourne_westcoast,2013,R3,-94.0
